StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_sue_AV_1,defective_AV_1,negligence_AV_1,counterfactual_AV_1,capability_AV_1,fault_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,punish_1_1,punish_2_1,punish_3_1,punish_4_1,punish_5_1,punish_6_1,punish_7_1,punish_8_1,punish_9_1,punish_10_1,punish_11_1,punish_12_1,punish_13_1,punish_14_1,punish_15_1,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,scales_DO
2022-05-23 12:18:45,2022-05-23 12:29:27,0,185.115.146.58,100,642,1,2022-05-23 12:29:27,R_1PSrt0NfoasbBTx,,,,,39.018,-77.539,anonymous,EN,1,2,2,0,0,18.828,0,0,0,13.656,0,76,59,59,57,68,73,88,,,,,,,,,,,,,,,,65,1,1,74,85,72,80,77,83,71,70,75,78,85,84,73,72,79,67,78,1,,1980,4,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_12|punish_13|punish_14|punish_7|punish_15|punish_9|punish_4|punish_1|punish_5|punish_8|punish_6|punish_3|punish_11|punish_10|punish_2
2022-05-23 12:26:54,2022-05-23 12:30:07,0,24.15.191.101,100,193,1,2022-05-23 12:30:08,R_tRSUiRN7hzK2g0h,,,,,41.7609,-88.0151,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,11.124,0,0,0,11.066,0,100,0,0,55,17,65,61,84,,1,34,60,51,29,76,58,84,50,61,29,68,60,58,47,50,66,34,1,,24,4,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|capability|fault,Q117|punish_11|punish_9|punish_5|punish_7|punish_3|punish_1|punish_10|punish_4|punish_8|punish_2|punish_15|punish_6|punish_13|punish_14|punish_12
2022-05-23 12:25:55,2022-05-23 12:31:21,0,204.9.157.28,100,325,1,2022-05-23 12:31:21,R_2SoeKzBkkl35Qx5,,,,,43.4644,-89.9199,anonymous,EN,1,2,2,0,0,18.845,0,0,0,45.424,0,0,0,95,95,5,20,100,,,,,,,,,,,,,,,,100,1,1,1,15,0,0,100,0,100,0,0,0,5,0,0,100,1,80,20,1,,30,1,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_15|punish_14|punish_10|punish_11|punish_6|punish_9|punish_1|punish_8|punish_13|punish_7|punish_5|punish_4|punish_2|punish_3|punish_12
2022-05-23 12:25:27,2022-05-23 12:31:41,0,70.178.49.168,100,374,1,2022-05-23 12:31:41,R_qIVslIritgAl42t,,,,,36.1805,-94.5304,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0.859,24.668,26.041,9,3.437,13.529,14.857,2,100,0,0,0,0,0,53,100,,1,50,64,74,16,100,55,62,40,16,67,100,51,50,60,61,18,18,2,,36,3,,FL_40,,,Q90|negligence|vB_sue|defective|vA_sue,Q71|capability|fault|counterfactual,Q117|punish_11|punish_7|punish_10|punish_5|punish_12|punish_13|punish_6|punish_3|punish_15|punish_8|punish_9|punish_2|punish_4|punish_1|punish_14
2022-05-23 12:30:09,2022-05-23 12:34:19,0,216.245.106.73,100,250,1,2022-05-23 12:34:20,R_xnK8WgY0qdbHC2R,,,,,34.511,-89.9187,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,22.157,0,0,0,18.951,0,100,0,0,20,0,40,50,100,,1,50,100,70,80,100,100,100,60,80,70,50,60,50,60,30,50,70,2,,32,2,,FL_40,,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|capability|fault,Q117|punish_4|punish_13|punish_12|punish_3|punish_9|punish_11|punish_14|punish_8|punish_7|punish_1|punish_6|punish_10|punish_2|punish_15|punish_5
2022-05-23 12:16:37,2022-05-23 12:35:03,0,73.46.69.24,100,1106,1,2022-05-23 12:35:04,R_3EF223tcTVkWUJj,,,,,25.7349,-80.2228,anonymous,EN,1,2,2,2.17,10.239,13.137,5,0,0,31.57,0,97,0,1,0,0,0,0,,,,,,,,,,,,,,,,3,1,1,83,99,61,73,99,87,100,77,50,70,83,62,78,97,1,62,9,1,,31,5,,FL_39,Q116|defective_AV|vB_sue_AV|negligence_AV|vA_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_15|punish_4|punish_14|punish_12|punish_8|punish_2|punish_1|punish_7|punish_3|punish_11|punish_9|punish_5|punish_6|punish_10|punish_13
2022-05-23 12:29:41,2022-05-23 12:35:10,0,74.82.250.14,100,328,1,2022-05-23 12:35:10,R_10peZEQOVKHqQma,,,,,47.3826,-119.482,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,24.698,0,0,0,11.844,0,100,5,0,0,0,18,50,100,,1,20,100,80,35,100,80,100,80,20,60,80,30,65,60,20,0,50,2,,39,4,,FL_40,,,Q90|vB_sue|vA_sue|negligence|defective,Q71|counterfactual|fault|capability,Q117|punish_10|punish_12|punish_8|punish_3|punish_6|punish_11|punish_1|punish_7|punish_15|punish_13|punish_14|punish_2|punish_5|punish_9|punish_4
2022-05-23 12:29:32,2022-05-23 12:35:40,0,65.35.0.48,100,367,1,2022-05-23 12:35:40,R_WdIw8dDBDc98LMl,,,,,28.8348,-82.3262,anonymous,EN,1,2,2,0,0,17.296,0,0,0,12.046,0,100,0,0,0,9,10,0,,,,,,,,,,,,,,,,50,1,1,50,76,70,50,81,70,100,75,90,80,0,70,60,100,70,50,50,1,,55,3,,FL_39,Q116|defective_AV|vB_sue_AV|negligence_AV|vA_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_7|punish_6|punish_14|punish_15|punish_12|punish_5|punish_11|punish_3|punish_10|punish_1|punish_4|punish_8|punish_9|punish_2|punish_13
2022-05-23 12:31:06,2022-05-23 12:37:00,0,75.108.149.25,100,354,1,2022-05-23 12:37:01,R_1iqbrOJbKod79yP,,,,,38.3274,-81.669,anonymous,EN,1,2,2,0,0,18.509,0,0,0,11.518,0,100,5,5,0,70,10,95,,,,,,,,,,,,,,,,100,1,1,80,0,10,50,100,0,100,40,0,0,100,50,40,60,0,60,0,1,,30,4,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_4|punish_5|punish_7|punish_11|punish_14|punish_15|punish_13|punish_1|punish_8|punish_3|punish_10|punish_2|punish_9|punish_6|punish_12
2022-05-23 12:32:29,2022-05-23 12:38:04,0,73.12.80.13,100,334,1,2022-05-23 12:38:04,R_31FdQd5RGYQDU7h,,,,,37.2697,-81.2212,anonymous,EN,1,2,2,0,0,23.571,0,0,0,18.326,0,97,23,8,6,50,50,78,,,,,,,,,,,,,,,,85,1,1,1,55,69,63,50,43,62,50,64,68,50,21,50,64,30,70,26,2,,23,4,,FL_39,Q116|negligence_AV|vB_sue_AV|vA_sue_AV|defective_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_3|punish_2|punish_1|punish_13|punish_14|punish_4|punish_6|punish_8|punish_5|punish_9|punish_10|punish_12|punish_15|punish_11|punish_7
2022-05-23 12:34:35,2022-05-23 12:38:30,0,97.71.157.138,100,235,1,2022-05-23 12:38:31,R_1n8W4Ei2U5G9Zoi,,,,,28.3089,-81.3708,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,35.298,0,0,0,14.198,0,70,50,30,60,35,60,50,100,,1,0,0,0,0,10,0,60,0,0,0,0,0,0,10,0,0,0,2,,52,1,,FL_40,,,Q90|negligence|vB_sue|vA_sue|defective,Q71|capability|fault|counterfactual,Q117|punish_3|punish_6|punish_1|punish_9|punish_4|punish_15|punish_7|punish_8|punish_13|punish_12|punish_2|punish_14|punish_10|punish_5|punish_11
2022-05-23 12:32:07,2022-05-23 12:38:59,0,50.93.248.84,100,411,1,2022-05-23 12:38:59,R_XZms0IX1O2oJTAl,,,,,44.9702,-93.3047,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,42.319,0,0,0,16.799,0,100,0,0,0,10,9,90,95,,1,10,75,20,0,100,23,95,29,0,15,81,0,100,23,30,20,40,1,,61,3,,FL_40,,,Q90|negligence|vA_sue|vB_sue|defective,Q71|fault|capability|counterfactual,Q117|punish_7|punish_15|punish_11|punish_1|punish_2|punish_3|punish_5|punish_6|punish_14|punish_13|punish_4|punish_8|punish_12|punish_9|punish_10
2022-05-23 12:17:08,2022-05-23 12:41:03,0,107.123.21.23,100,1435,1,2022-05-23 12:41:04,R_OwZnEXTKVRPi5tD,,,,,38.8778,-77.0127,anonymous,EN,1,2,2,6.794,85.517,87.286,2,17.108,60.626,62.817,4,19,27,100,100,100,100,100,,,,,,,,,,,,,,,,100,1,1,85,69,82,73,100,6,100,72,64,0,100,19,100,100,57,87,40,2,,36,1,,FL_39,Q116|negligence_AV|vA_sue_AV|defective_AV|vB_sue_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_10|punish_9|punish_1|punish_12|punish_7|punish_2|punish_5|punish_3|punish_8|punish_14|punish_11|punish_15|punish_13|punish_6|punish_4
2022-05-23 12:25:16,2022-05-23 12:42:22,0,74.77.130.64,100,1025,1,2022-05-23 12:42:22,R_9XegwkU0avdFEIh,,,,,44.4822,-71.194,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,12.355,12.355,31.317,1,0,0,13.659,0,100,0,5,0,95,20,86,96,,1,0,75,23,0,91,34,91,60,8,19,96,0,29,75,60,0,0,2,,55,4,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|counterfactual|fault|capability,Q117|punish_15|punish_11|punish_3|punish_6|punish_13|punish_4|punish_2|punish_10|punish_8|punish_5|punish_1|punish_9|punish_7|punish_12|punish_14
2022-05-23 12:17:45,2022-05-23 12:45:45,0,75.82.8.217,100,1680,1,2022-05-23 12:45:46,R_3EEFlCrKUM1XkUj,,,,,34.236,-118.5235,anonymous,EN,1,2,2,0,0,17.146,0,0,0,12.778,0,82,100,77,44,80,78,70,,,,,,,,,,,,,,,,70,1,1,78,83,73,33,81,68,82,80,62,83,83,13,82,84,75,22,27,1,,30,4,,FL_39,Q116|defective_AV|vA_sue_AV|vB_sue_AV|negligence_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_9|punish_1|punish_8|punish_11|punish_13|punish_7|punish_5|punish_10|punish_4|punish_15|punish_12|punish_3|punish_2|punish_6|punish_14
2022-05-23 12:42:19,2022-05-23 12:46:15,0,104.62.175.55,100,236,1,2022-05-23 12:46:16,R_28TLikoxtuY2jWY,,,,,29.6138,-82.386,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,15.077,0,0,0,15.246,0,100,9,0,0,0,0,17,100,,1,17,71,17,0,100,10,100,42,0,0,55,9,35,66,15,0,0,2,,43,5,,FL_40,,,Q90|negligence|vB_sue|vA_sue|defective,Q71|capability|counterfactual|fault,Q117|punish_6|punish_2|punish_15|punish_10|punish_7|punish_1|punish_12|punish_13|punish_11|punish_5|punish_8|punish_3|punish_9|punish_4|punish_14
2022-05-23 12:44:18,2022-05-23 12:48:05,0,174.208.34.31,100,227,1,2022-05-23 12:48:06,R_OwWOcDeGZkHVLcR,,,,,42.8354,-78.7573,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,16.155,16.973,18.14,2,2.361,2.361,11.884,1,100,0,0,0,8,82,77,100,1,1,0,100,76,6,100,100,100,100,2,22,100,0,100,100,0,67,65,1,,28,4,,FL_40,,,Q90|vB_sue|defective|vA_sue|negligence,Q71|counterfactual|fault|capability,Q117|punish_2|punish_12|punish_11|punish_5|punish_13|punish_14|punish_8|punish_1|punish_10|punish_15|punish_3|punish_4|punish_7|punish_9|punish_6
2022-05-23 12:47:15,2022-05-23 12:51:02,0,157.182.216.2,100,226,1,2022-05-23 12:51:03,R_1LiBEDal7tJCyjQ,,,,,39.652,-79.9444,anonymous,EN,1,2,2,0,0,22.041,0,0,0,12.025,0,100,19,59,57,61,81,91,,,,,,,,,,,,,,,,74,1,1,28,29,26,0,69,34,100,23,0,7,28,0,70,41,63,73,68,2,,35,4,,FL_39,Q116|vA_sue_AV|vB_sue_AV|negligence_AV|defective_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_3|punish_10|punish_13|punish_8|punish_14|punish_5|punish_6|punish_2|punish_12|punish_15|punish_9|punish_1|punish_7|punish_11|punish_4
2022-05-23 12:44:33,2022-05-23 12:51:30,0,172.58.35.63,100,417,1,2022-05-23 12:51:31,R_1pzHfOALjru5uJc,,,,,37.3479,-121.8527,anonymous,EN,1,2,2,0,0,24.565,0,0,0,15.577,0,100,0,0,0,0,0,61,,,,,,,,,,,,,,,,100,1,1,0,100,0,0,100,0,100,0,0,0,100,0,100,100,100,18,0,1,,60,3,,FL_39,Q116|vB_sue_AV|defective_AV|negligence_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_14|punish_15|punish_5|punish_4|punish_7|punish_11|punish_6|punish_12|punish_2|punish_3|punish_10|punish_8|punish_13|punish_9|punish_1
2022-05-23 12:48:16,2022-05-23 12:51:42,0,98.167.234.55,100,206,1,2022-05-23 12:51:43,R_247oRZE3fyGnyWy,,,,,33.7352,-112.1222,anonymous,EN,1,2,2,12.66,12.66,12.821,1,0,0,11.298,0,100,0,0,0,0,0,60,,,,,,,,,,,,,,,,73,1,1,100,100,100,100,100,100,100,96,83,90,100,0,100,100,100,69,68,1,,29,4,,FL_39,Q116|vB_sue_AV|defective_AV|vA_sue_AV|negligence_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_14|punish_12|punish_2|punish_5|punish_15|punish_10|punish_6|punish_3|punish_9|punish_1|punish_13|punish_4|punish_11|punish_7|punish_8
2022-05-23 12:46:23,2022-05-23 12:51:42,0,66.203.18.56,100,319,1,2022-05-23 12:51:43,R_TnIiHpcd0NY5mpz,,,,,39.671,-84.1122,anonymous,EN,1,2,2,0,0,31.262,0,0,0,11.818,0,92,0,9,0,10,40,61,,,,,,,,,,,,,,,,30,1,1,50,50,61,50,56,59,60,60,40,61,50,50,50,82,57,29,19,1,,30,5,,FL_39,Q116|defective_AV|vA_sue_AV|negligence_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_13|punish_12|punish_10|punish_7|punish_8|punish_5|punish_4|punish_1|punish_14|punish_3|punish_6|punish_15|punish_2|punish_9|punish_11
2022-05-23 12:46:18,2022-05-23 12:52:12,0,98.118.244.105,100,353,1,2022-05-23 12:52:12,R_AMQiLYwHHzv6zq9,,,,,38.3416,-77.4307,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,26.707,0,0,0,18.796,0,100,50,50,5,10,10,60,70,,1,30,80,65,5,60,90,100,60,20,60,35,25,70,100,30,40,20,1,,33,7,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|counterfactual|capability,Q117|punish_2|punish_12|punish_5|punish_7|punish_15|punish_14|punish_13|punish_10|punish_1|punish_3|punish_6|punish_9|punish_11|punish_8|punish_4
2022-05-23 12:47:13,2022-05-23 12:52:14,0,97.88.111.11,100,301,1,2022-05-23 12:52:20,R_2rkCsSPyq7fG15R,,,,,38.731,-90.1097,anonymous,EN,1,2,2,0,0,30.493,0,0,0,11.768,0,0,84,62,82,93,91,100,,,,,,,,,,,,,,,,100,1,1,0,72,14,8,78,62,76,0,0,18,75,7,50,59,5,0,0,2,,58,4,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_15|punish_2|punish_7|punish_6|punish_10|punish_4|punish_12|punish_8|punish_9|punish_5|punish_14|punish_11|punish_3|punish_13|punish_1
2022-05-23 12:47:39,2022-05-23 12:52:47,0,66.24.174.170,100,308,1,2022-05-23 12:52:48,R_1Hhn4xOSI7gPtSj,,,,,42.1126,-75.9305,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,19.498,0,0,0,17.539,0,100,0,0,0,11,5,50,100,,1,0,0,0,0,90,0,50,0,0,0,0,0,50,50,50,75,50,1,,30,3,,FL_40,,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_15|punish_5|punish_13|punish_3|punish_2|punish_7|punish_9|punish_4|punish_10|punish_12|punish_6|punish_14|punish_11|punish_8|punish_1
2022-05-23 12:47:41,2022-05-23 12:53:31,0,174.60.192.11,100,349,1,2022-05-23 12:53:31,R_3PRfqkZ7n4Ruqid,,,,,40.4761,-76.8949,anonymous,EN,1,2,2,8.58,9.814,43.434,2,0,0,16.328,0,100,0,0,0,25,25,100,,,,,,,,,,,,,,,,100,1,1,100,100,100,100,100,75,100,50,100,100,100,100,100,75,100,75,50,1,,37,7,,FL_39,Q116|vA_sue_AV|defective_AV|vB_sue_AV|negligence_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_13|punish_7|punish_11|punish_15|punish_1|punish_12|punish_4|punish_10|punish_9|punish_8|punish_14|punish_5|punish_3|punish_2|punish_6
2022-05-23 12:47:28,2022-05-23 12:54:02,0,73.94.137.62,100,393,1,2022-05-23 12:54:02,R_1K8Yn0H0EnMO1qp,,,,,45.1665,-93.3215,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,32.08,0,0,0,15.998,0,100,0,0,0,0,29,62,96,,1,28,56,40,23,81,73,95,75,41,39,81,64,71,41,59,10,22,2,,30,4,,FL_40,,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault,Q117|punish_7|punish_15|punish_1|punish_13|punish_14|punish_8|punish_9|punish_11|punish_3|punish_6|punish_4|punish_12|punish_10|punish_5|punish_2
2022-05-23 12:46:27,2022-05-23 12:55:12,0,174.57.82.33,100,524,1,2022-05-23 12:55:12,R_10NjSVhfFWxPwiS,,,,,39.4826,-75.0027,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,49.977,0,0,0,11.249,0,100,22,0,0,87,9,88,99,1,1,25,75,24,75,82,60,70,50,50,50,100,50,50,75,0,65,0,1,,60,5,,FL_40,,,Q90|vA_sue|defective|vB_sue|negligence,Q71|counterfactual|capability|fault,Q117|punish_13|punish_12|punish_7|punish_2|punish_4|punish_1|punish_11|punish_5|punish_9|punish_15|punish_8|punish_3|punish_14|punish_10|punish_6
2022-05-23 12:49:00,2022-05-23 12:55:46,0,67.149.213.236,100,405,1,2022-05-23 12:55:46,R_3nhYwblNilkM5oD,,,,,30.1999,-85.8122,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,34.745,0,0,0,14.144,0,93,10,10,10,10,20,65,90,,1,47,80,70,65,81,70,85,55,60,30,75,65,72,78,58,41,18,1,,52,5,,FL_40,,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|fault|counterfactual,Q117|punish_10|punish_2|punish_9|punish_7|punish_8|punish_5|punish_3|punish_15|punish_6|punish_1|punish_11|punish_14|punish_4|punish_13|punish_12
2022-05-23 12:50:50,2022-05-23 12:57:04,0,104.171.215.246,100,373,1,2022-05-23 12:57:04,R_OeYvyd1xqlAvxhT,,,,,35.0528,-86.6433,anonymous,EN,1,2,2,0,0,35.214,0,0,0,11.604,0,100,1,0,0,59,17,8,,,,,,,,,,,,,,,,55,1,1,77,97,42,34,100,70,92,73,71,71,19,97,19,84,62,58,50,2,,44,1,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_10|punish_3|punish_5|punish_15|punish_12|punish_7|punish_1|punish_8|punish_9|punish_11|punish_4|punish_13|punish_14|punish_2|punish_6
2022-05-23 12:47:43,2022-05-23 12:57:44,0,172.58.83.0,100,600,1,2022-05-23 12:57:44,R_2bZcj4LNPKb2MyM,,,,,44.9985,-93.3029,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,35.938,0,0,0,19.124,0,100,50,0,0,0,50,100,80,,1,75,50,70,0,50,20,80,50,20,0,80,50,50,60,0,10,10,1,,59,3,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_12|punish_1|punish_3|punish_2|punish_14|punish_8|punish_15|punish_11|punish_6|punish_7|punish_9|punish_13|punish_4|punish_10|punish_5
2022-05-23 12:56:52,2022-05-23 13:01:24,0,32.211.205.219,100,272,1,2022-05-23 13:01:25,R_ulSVEz7rwSbSM8h,,,,,41.1225,-73.4425,anonymous,EN,1,2,2,0,0,26.094,0,0,0,15.118,0,6,9,9,68,94,82,90,,,,,,,,,,,,,,,,74,1,1,7,26,6,18,86,5,93,7,4,21,3,2,22,60,0,65,8,1,,44,4,,FL_39,Q116|defective_AV|negligence_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_9|punish_7|punish_6|punish_4|punish_5|punish_2|punish_12|punish_10|punish_11|punish_3|punish_8|punish_1|punish_14|punish_15|punish_13
2022-05-23 12:56:15,2022-05-23 13:01:37,0,73.50.3.236,100,321,1,2022-05-23 13:01:38,R_242hsA5o7JwjsTz,,,,,41.8045,-87.9046,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.531,0,0,0,11.456,0,23,45,32,33,40,43,52,67,,1,47,77,41,45,97,40,60,56,38,59,92,34,68,57,42,36,25,1,,27,4,,FL_40,,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_11|punish_4|punish_15|punish_2|punish_1|punish_6|punish_10|punish_8|punish_9|punish_3|punish_12|punish_5|punish_14|punish_7|punish_13
2022-05-23 12:53:22,2022-05-23 13:01:41,0,24.151.126.210,100,499,1,2022-05-23 13:01:41,R_SOddYGCzAhqeQlb,,,,,41.8467,-73.0178,anonymous,EN,1,2,2,4.551,4.551,28.884,1,0,0,24.77,0,100,0,0,0,20,0,100,,,,,,,,,,,,,,,,95,1,1,0,0,0,0,70,0,50,10,0,0,70,0,50,10,30,30,30,2,,50,1,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_15|punish_9|punish_13|punish_7|punish_6|punish_8|punish_11|punish_10|punish_3|punish_5|punish_12|punish_2|punish_14|punish_1|punish_4
2022-05-23 12:53:00,2022-05-23 13:03:37,0,71.171.84.175,100,636,1,2022-05-23 13:03:37,R_1It1CrjReCBRbSQ,,,,,38.271,-77.5495,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,41.864,0,0,0,22.233,0,92,19,14,94,22,27,75,66,,2,12,50,50,84,94,72,85,50,50,26,87,68,86,88,13,50,25,2,,75,3,,FL_40,,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|counterfactual|fault,Q117|punish_8|punish_5|punish_9|punish_2|punish_11|punish_12|punish_6|punish_4|punish_1|punish_15|punish_7|punish_14|punish_10|punish_3|punish_13
2022-05-23 13:01:25,2022-05-23 13:08:06,0,75.26.244.127,100,400,1,2022-05-23 13:08:06,R_1HjjlDkDwL0Wqy9,,,,,42.0431,-87.7899,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,19.772,0,0,0,11.021,0,100,1,0,0,0,0,50,100,,1,12,18,43,0,17,68,89,7,2,71,70,23,28,74,10,0,0,2,,29,2,,FL_40,,,Q90|vA_sue|defective|negligence|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_13|punish_11|punish_6|punish_3|punish_7|punish_15|punish_4|punish_12|punish_10|punish_1|punish_8|punish_2|punish_14|punish_5|punish_9
2022-05-23 13:04:58,2022-05-23 13:11:08,0,43.225.189.115,100,369,1,2022-05-23 13:11:08,R_Tw0wPUaZhiELUxr,,,,,42.3562,-71.0631,anonymous,EN,1,2,2,0,0,22.097,0,0,0,14.659,0,99,25,13,18,100,30,84,,,,,,,,,,,,,,,,85,1,1,79,80,82,72,65,73,90,82,75,74,75,75,86,84,79,87,79,1,,31,4,,FL_39,Q116|defective_AV|negligence_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_7|punish_13|punish_14|punish_1|punish_2|punish_8|punish_5|punish_9|punish_4|punish_12|punish_15|punish_6|punish_3|punish_10|punish_11
2022-05-23 12:57:39,2022-05-23 13:12:47,0,108.52.56.183,100,908,1,2022-05-23 13:12:48,R_2PjU8EcK1QyiqC5,,,,,40.38,-75.2718,anonymous,EN,1,2,2,0,0,21.026,0,0,0,16.486,0,75,60,60,50,81,40,71,,,,,,,,,,,,,,,,92,1,1,30,60,50,7,80,50,71,23,20,60,50,9,50,68,29,23,18,2,,53,1,,FL_39,Q116|defective_AV|vB_sue_AV|negligence_AV|vA_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_11|punish_2|punish_13|punish_5|punish_1|punish_4|punish_10|punish_9|punish_12|punish_14|punish_15|punish_8|punish_7|punish_6|punish_3
2022-05-23 13:17:41,2022-05-23 13:22:53,0,136.51.57.194,100,312,1,2022-05-23 13:22:54,R_31uTkuzWx2WCcxW,,,,,29.5,-98.6744,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,18.364,0,0,0,14.731,0,100,20,0,0,0,0,0,100,,1,26,50,50,66,50,50,50,50,17,20,100,50,50,50,9,0,0,1,,29,4,,FL_40,,,Q90|defective|vB_sue|vA_sue|negligence,Q71|capability|counterfactual|fault,Q117|punish_11|punish_8|punish_13|punish_3|punish_12|punish_6|punish_15|punish_9|punish_10|punish_2|punish_1|punish_14|punish_5|punish_7|punish_4
2022-05-23 13:38:44,2022-05-23 13:42:23,0,75.4.216.39,100,219,1,2022-05-23 13:42:24,R_1f341Try6RTQbNT,,,,,34.0034,-84.4605,anonymous,EN,1,2,2,0,0,13.65,0,0,0,11.068,0,100,0,0,0,49,29,50,,,,,,,,,,,,,,,,17,1,1,0,0,0,0,100,0,51,50,0,50,49,0,49,19,0,14,0,2,,40,4,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_11|punish_9|punish_1|punish_2|punish_15|punish_4|punish_3|punish_7|punish_5|punish_6|punish_10|punish_12|punish_13|punish_8|punish_14
2022-05-23 14:02:57,2022-05-23 14:06:43,0,73.54.28.157,100,226,1,2022-05-23 14:06:43,R_3MyfqcMQOxO0Qg3,,,,,26.5337,-81.7062,anonymous,EN,1,2,2,0,0,36.4,0,0,0,47.3,0,65,61,74,78,56,66,39,,,,,,,,,,,,,,,,87,1,1,63,79,67,16,72,60,65,71,68,69,36,35,81,62,86,60,75,2,,25,5,,FL_39,Q116|vA_sue_AV|negligence_AV|defective_AV|vB_sue_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_13|punish_2|punish_7|punish_6|punish_5|punish_9|punish_15|punish_3|punish_10|punish_8|punish_4|punish_12|punish_11|punish_14|punish_1
